,jaar,wijkcode,buurtcode,fijnstof,roet,no2,woz,stedelijkheid,bevolkingsdichtheid,statuscode
32561,2013,WK077214,BU07721414,,1.35,29.82,184,1,4518,-0.8225
32562,2016,WK077214,BU07721414,19.87,1.22,30.22,168,1,4657,-0.37
32563,2015,WK077214,BU07721414,21.06,1.18,28.94,168,1,4610,-0.605
32564,2014,WK077214,BU07721414,23.44,1.38,29.45,170,1,4560,-0.84
32565,2013,WK077214,BU07721410,,1.22,27.36,184,1,4518,-0.8225
32566,2016,WK077214,BU07721410,20.01,1.15,27.05,168,1,4657,-0.37
32567,2015,WK077214,BU07721410,21.25,1.11,25.98,168,1,4610,-0.605
32568,2014,WK077214,BU07721410,23.43,1.28,27.1,170,1,4560,-0.84
32569,2013,WK077214,BU07721426,,1.2,27.64,184,1,4518,1.365
32570,2016,WK077214,BU07721426,18.73,1.01,24.82,168,1,4657,1.49
32571,2015,WK077214,BU07721426,20.07,0.97,23.79,168,1,4610,1.505
32572,2014,WK077214,BU07721426,23.13,1.27,28.23,170,1,4560,1.52
32573,2013,WK077214,BU07721413,,1.31,29.26,184,1,4518,-0.8225
32574,2016,WK077214,BU07721413,19.87,1.2,29.58,168,1,4657,-0.37
32575,2015,WK077214,BU07721413,21.13,1.18,28.62,168,1,4610,-0.605
32576,2014,WK077214,BU07721413,23.4,1.36,28.8,170,1,4560,-0.84
32577,2013,WK077214,BU07721422,,1.19,26.45,184,1,4518,-1.5325
32578,2016,WK077214,BU07721422,19.85,1.13,26.38,168,1,4657,-1.55
32579,2015,WK077214,BU07721422,21.11,1.08,25.25,168,1,4610,-1.595
32580,2014,WK077214,BU07721422,23.26,1.25,26.23,170,1,4560,-1.64
32581,2013,WK077214,BU07721435,,1.05,23.95,184,1,4518,0.365
32582,2016,WK077214,BU07721435,18.77,1,23.18,168,1,4657,0.29
32583,2015,WK077214,BU07721435,20,0.96,22.24,168,1,4610,0.27
32584,2014,WK077214,BU07721435,22.42,1.11,23.56,170,1,4560,0.25
32585,2013,WK077215,BU07721513,,1.06,24.06,236,2,3481,-1.265
32586,2013,WK077217,BU07721513,,1.15,26.8,205,2,2958,-1.265
32587,2016,WK077215,BU07721513,19.39,1.05,24.17,218,2,3491,-1.21
32588,2016,WK077217,BU07721513,19.44,1.07,25.62,190,2,3002,-1.21
32589,2015,WK077215,BU07721513,20.51,0.99,23.01,216,2,3486,-1.28
32590,2015,WK077217,BU07721513,20.6,1.02,24.8,188,2,2977,-1.28
32591,2014,WK077215,BU07721513,22.88,1.15,23.93,220,2,3472,-1.35
32592,2014,WK077217,BU07721513,22.99,1.21,26.43,191,2,2973,-1.35
32593,2013,WK077215,BU07721711,,1.06,24.06,236,2,3481,0.665
32594,2013,WK077217,BU07721711,,1.15,26.8,205,2,2958,0.665
32595,2016,WK077215,BU07721711,19.39,1.05,24.17,218,2,3491,0.84
32596,2016,WK077217,BU07721711,19.44,1.07,25.62,190,2,3002,0.84
32597,2015,WK077215,BU07721711,20.51,0.99,23.01,216,2,3486,0.805
32598,2015,WK077217,BU07721711,20.6,1.02,24.8,188,2,2977,0.805
32599,2014,WK077215,BU07721711,22.88,1.15,23.93,220,2,3472,0.77
32600,2014,WK077217,BU07721711,22.99,1.21,26.43,191,2,2973,0.77
32601,2013,WK077215,BU07721512,,1.08,24.9,236,2,3481,0.03
32602,2016,WK077215,BU07721512,19.2,1.05,24.72,218,2,3491,0.27
32603,2015,WK077215,BU07721512,20.4,0.99,23.67,216,2,3486,0.17
32604,2014,WK077215,BU07721512,22.81,1.16,24.93,220,2,3472,0.07
32605,2013,WK077215,BU07721533,,0.95,23.28,236,2,3481,1.92
32606,2016,WK077215,BU07721533,18.99,0.95,22.83,218,2,3491,1.86
32607,2015,WK077215,BU07721533,20.1,0.9,21.87,216,2,3486,1.875
32608,2014,WK077215,BU07721533,22.43,1.03,23.04,220,2,3472,1.89
32609,2013,WK077215,BU07721535,,1.04,26.58,236,2,3481,1.92
32610,2016,WK077215,BU07721535,19.2,1.02,25.71,218,2,3491,1.86
32611,2015,WK077215,BU07721535,20.38,0.96,24.74,216,2,3486,1.875
32612,2014,WK077215,BU07721535,22.6,1.08,26.05,220,2,3472,1.89
32613,2013,WK077215,BU07721523,,1.01,26.03,236,2,3481,1.0175
32614,2016,WK077215,BU07721523,19.13,1,24.95,218,2,3491,0.88
32615,2015,WK077215,BU07721523,20.26,0.93,24.26,216,2,3486,0.93
32616,2014,WK077215,BU07721523,22.67,1.06,25.66,220,2,3472,0.98
32617,2013,WK077215,BU07721543,,1.16,25.51,236,2,3481,-0.8375
32618,2016,WK077215,BU07721543,19.24,1.05,24.42,218,2,3491,-0.89
32619,2015,WK077215,BU07721543,20.41,1.01,23.42,216,2,3486,-0.915
32620,2014,WK077215,BU07721543,22.86,1.19,24.87,220,2,3472,-0.94
32621,2013,WK077215,BU07721534,,0.99,23.6,236,2,3481,1.92
32622,2016,WK077215,BU07721534,19.19,0.98,22.97,218,2,3491,1.86
32623,2015,WK077215,BU07721534,20.42,0.93,22.1,216,2,3486,1.875
32624,2014,WK077215,BU07721534,22.49,1.04,23.2,220,2,3472,1.89
32625,2013,WK077215,BU07721532,,1.1,25.06,236,2,3481,-0.5925
32626,2016,WK077215,BU07721532,19.51,1.06,24.36,218,2,3491,-0.55
32627,2015,WK077215,BU07721532,20.6,1.01,23.57,216,2,3486,-0.575
32628,2014,WK077215,BU07721532,22.97,1.16,24.76,220,2,3472,-0.6
32629,2013,WK077215,BU07721531,,1,23.48,236,2,3481,-0.5925
32630,2016,WK077215,BU07721531,19.14,0.99,23.06,218,2,3491,-0.55
32631,2015,WK077215,BU07721531,20.26,0.93,22.09,216,2,3486,-0.575
32632,2014,WK077215,BU07721531,22.64,1.08,23.27,220,2,3472,-0.6
32633,2013,WK077215,BU07721520,,1.04,28.55,236,2,3481,1.365
32634,2013,WK077216,BU07721520,,1.17,28.85,220,2,1021,1.365
32635,2016,WK077215,BU07721520,18.96,0.99,27.14,218,2,3491,1.49
32636,2016,WK077216,BU07721520,19.03,1.06,28.17,209,2,1143,1.49
32637,2015,WK077215,BU07721520,20.16,0.93,26.61,216,2,3486,1.505
32638,2015,WK077216,BU07721520,20.31,0.99,26.78,207,2,1126,1.505
32639,2014,WK077215,BU07721520,22.43,1.05,27.96,220,2,3472,1.52
32640,2014,WK077216,BU07721520,23.23,1.21,29.57,213,2,1097,1.52
32641,2013,WK077215,BU07721626,,1.04,28.55,236,2,3481,-1.76
32642,2013,WK077216,BU07721626,,1.17,28.85,220,2,1021,-1.76
32643,2016,WK077215,BU07721626,18.96,0.99,27.14,218,2,3491,-1.72
32644,2016,WK077216,BU07721626,19.03,1.06,28.17,209,2,1143,-1.72
32645,2015,WK077215,BU07721626,20.16,0.93,26.61,216,2,3486,-1.77
32646,2015,WK077216,BU07721626,20.31,0.99,26.78,207,2,1126,-1.77
32647,2014,WK077215,BU07721626,22.43,1.05,27.96,220,2,3472,-1.82
32648,2014,WK077216,BU07721626,23.23,1.21,29.57,213,2,1097,-1.82
32649,2013,WK077215,BU07721514,,1.09,24.68,236,2,3481,-1.265
32650,2016,WK077215,BU07721514,19.43,1.06,24.33,218,2,3491,-1.21
32651,2015,WK077215,BU07721514,20.52,1.01,23.22,216,2,3486,-1.28
32652,2014,WK077215,BU07721514,22.92,1.17,24.35,220,2,3472,-1.35
32653,2013,WK077215,BU07721545,,1.04,24.21,236,2,3481,#N/B
32654,2013,WK077216,BU07721545,,1.07,26.13,220,2,1021,#N/B
32655,2016,WK077215,BU07721545,19.19,1,23.39,218,2,3491,#N/B
32656,2016,WK077216,BU07721545,18.58,0.98,25.03,209,2,1143,#N/B
32657,2015,WK077215,BU07721545,20.53,0.95,22.65,216,2,3486,#N/B
32658,2015,WK077216,BU07721545,19.87,0.93,24.14,207,2,1126,#N/B
32659,2014,WK077215,BU07721545,22.55,1.08,23.8,220,2,3472,#N/B
32660,2014,WK077216,BU07721545,22.58,1.12,26.41,213,2,1097,#N/B
32661,2013,WK077215,BU07721627,,1.04,24.21,236,2,3481,-1.76
32662,2013,WK077216,BU07721627,,1.07,26.13,220,2,1021,-1.76
32663,2016,WK077215,BU07721627,19.19,1,23.39,218,2,3491,-1.72
32664,2016,WK077216,BU07721627,18.58,0.98,25.03,209,2,1143,-1.72
32665,2015,WK077215,BU07721627,20.53,0.95,22.65,216,2,3486,-1.77
32666,2015,WK077216,BU07721627,19.87,0.93,24.14,207,2,1126,-1.77
32667,2014,WK077215,BU07721627,22.55,1.08,23.8,220,2,3472,-1.82
32668,2014,WK077216,BU07721627,22.58,1.12,26.41,213,2,1097,-1.82
32669,2013,WK077215,BU07721521,,1.02,25.87,236,2,3481,1.365
32670,2016,WK077215,BU07721521,18.85,0.97,25.07,218,2,3491,1.49
32671,2015,WK077215,BU07721521,20.03,0.92,24.34,216,2,3486,1.505
32672,2014,WK077215,BU07721521,22.49,1.08,25.68,220,2,3472,1.52
32673,2013,WK077215,BU07721524,,1,25.85,236,2,3481,1.0175
32674,2016,WK077215,BU07721524,19.06,0.99,24.79,218,2,3491,0.88
32675,2015,WK077215,BU07721524,20.27,0.94,24.26,216,2,3486,0.93
32676,2014,WK077215,BU07721524,22.57,1.04,25.34,220,2,3472,0.98
32677,2013,WK077215,BU07721511,,1.05,24.7,236,2,3481,0.03
32678,2016,WK077215,BU07721511,18.89,1.01,24.16,218,2,3491,0.27
32679,2015,WK077215,BU07721511,20.09,0.95,23.16,216,2,3486,0.17
32680,2014,WK077215,BU07721511,22.56,1.11,24.69,220,2,3472,0.07
32681,2013,WK077215,BU07721546,,0.93,21.54,236,2,3481,#N/B
32682,2016,WK077215,BU07721546,18.51,0.88,20.26,218,2,3491,#N/B
32683,2015,WK077215,BU07721546,19.89,0.84,19.69,216,2,3486,#N/B
32684,2014,WK077215,BU07721546,22.23,0.98,20.94,220,2,3472,#N/B
32685,2013,WK077215,BU07721522,,1,24.48,236,2,3481,1.0175
32686,2016,WK077215,BU07721522,18.93,0.98,24.01,218,2,3491,0.88
32687,2015,WK077215,BU07721522,20.08,0.92,23.11,216,2,3486,0.93
32688,2014,WK077215,BU07721522,22.51,1.07,24.32,220,2,3472,0.98
32689,2013,WK077215,BU07721516,,1.25,27.29,236,2,3481,-1.265
32690,2016,WK077215,BU07721516,19.84,1.15,26.77,218,2,3491,-1.21
32691,2015,WK077215,BU07721516,20.95,1.12,26,216,2,3486,-1.28
32692,2014,WK077215,BU07721516,23.37,1.3,26.91,220,2,3472,-1.35
32693,2013,WK077215,BU07721541,,1.21,26.53,236,2,3481,-0.8375
32694,2016,WK077215,BU07721541,19.56,1.1,25.65,218,2,3491,-0.89
32695,2015,WK077215,BU07721541,20.65,1.07,24.74,216,2,3486,-0.915
32696,2014,WK077215,BU07721541,23.13,1.24,25.94,220,2,3472,-0.94
32697,2013,WK077215,BU07721542,,1.05,23.79,236,2,3481,-0.8375
32698,2016,WK077215,BU07721542,18.68,0.98,22.61,218,2,3491,-0.89
32699,2015,WK077215,BU07721542,19.95,0.93,21.73,216,2,3486,-0.915
32700,2014,WK077215,BU07721542,22.44,1.09,23.46,220,2,3472,-0.94
32701,2013,WK077215,BU07721544,,1.09,24.75,236,2,3481,-0.8375
32702,2016,WK077215,BU07721544,19.05,1.01,23.68,218,2,3491,-0.89
32703,2015,WK077215,BU07721544,20.26,0.97,22.94,216,2,3486,-0.915
32704,2014,WK077215,BU07721544,22.58,1.13,24.16,220,2,3472,-0.94
32705,2013,WK077215,BU07721515,,1.3,28.16,236,2,3481,-1.265
32706,2016,WK077215,BU07721515,19.93,1.19,27.97,218,2,3491,-1.21
32707,2015,WK077215,BU07721515,21.02,1.16,26.86,216,2,3486,-1.28
32708,2014,WK077215,BU07721515,23.44,1.35,27.78,220,2,3472,-1.35
32709,2013,WK077216,BU07721625,,1.15,26.25,220,2,1021,-1.76
32710,2016,WK077216,BU07721625,19.81,1.08,25.7,209,2,1143,-1.72
32711,2015,WK077216,BU07721625,22.92,1.04,24.87,207,2,1126,-1.77
32712,2014,WK077216,BU07721625,23.27,1.21,26.16,213,2,1097,-1.82
32713,2013,WK077216,BU07721633,,1.07,25.61,220,2,1021,1.6225
32714,2016,WK077216,BU07721633,18.63,0.98,24.11,209,2,1143,1.59
32715,2015,WK077216,BU07721633,19.89,0.92,22.88,207,2,1126,1.625
32716,2014,WK077216,BU07721633,23.01,1.12,25.32,213,2,1097,1.66
32717,2013,WK077216,BU07721631,,1.08,27.64,220,2,1021,0
32718,2016,WK077216,BU07721631,18.82,1,27.13,209,2,1143,0
32719,2015,WK077216,BU07721631,20.05,0.92,25.27,207,2,1126,0
32720,2014,WK077216,BU07721631,22.76,1.11,27.69,213,2,1097,0
32721,2013,WK077216,BU07721634,,0.97,23.36,220,2,1021,1.6225
32722,2016,WK077216,BU07721634,18.5,0.92,21.88,209,2,1143,1.59
32723,2015,WK077216,BU07721634,19.66,0.86,20.83,207,2,1126,1.625
32724,2014,WK077216,BU07721634,22.68,1.01,22.47,213,2,1097,1.66
32725,2013,WK077216,BU07721624,,1.15,26.66,220,2,1021,-1.76
32726,2016,WK077216,BU07721624,19.44,1.06,25.56,209,2,1143,-1.72
32727,2015,WK077216,BU07721624,21.66,1.01,24.67,207,2,1126,-1.77
32728,2014,WK077216,BU07721624,23.22,1.19,26.44,213,2,1097,-1.82
32729,2013,WK077216,BU07721615,,1.2,27.45,220,2,1021,0.1225
32730,2016,WK077216,BU07721615,19.91,1.12,26.78,209,2,1143,0.39
32731,2015,WK077216,BU07721615,21.78,1.07,25.74,207,2,1126,0.31
32732,2014,WK077216,BU07721615,23.49,1.26,27.07,213,2,1097,0.23
32733,2013,WK077216,BU07721622,,1.23,28.34,220,2,1021,-0.835
32734,2016,WK077216,BU07721622,20.02,1.13,27.43,209,2,1143,-0.86
32735,2015,WK077216,BU07721622,21.23,1.09,26.72,207,2,1126,-0.89
32736,2014,WK077216,BU07721622,23.7,1.27,28.14,213,2,1097,-0.92
32737,2013,WK077216,BU07721638,,0.83,20.07,220,2,1021,0
32738,2016,WK077216,BU07721638,17.68,0.81,19.29,209,2,1143,0
32739,2015,WK077216,BU07721638,19.32,0.76,18.61,207,2,1126,0
32740,2014,WK077216,BU07721638,21.97,0.88,19.81,213,2,1097,0
32741,2013,WK077216,BU07721623,,1.29,31.03,220,2,1021,-0.835
32742,2016,WK077216,BU07721623,19.81,1.15,29.8,209,2,1143,-0.86
32743,2015,WK077216,BU07721623,21.05,1.1,29.36,207,2,1126,-0.89
32744,2014,WK077216,BU07721623,23.94,1.31,31.23,213,2,1097,-0.92
32745,2013,WK077216,BU07721614,,1.21,27.93,220,2,1021,0.1225
32746,2016,WK077216,BU07721614,19.87,1.13,27.45,209,2,1143,0.39
32747,2015,WK077216,BU07721614,21.08,1.08,26.13,207,2,1126,0.31
32748,2014,WK077216,BU07721614,23.57,1.27,27.68,213,2,1097,0.23
32749,2013,WK077216,BU07721635,,0.9,20.83,220,2,1021,1.6225
32750,2016,WK077216,BU07721635,17.82,0.87,19.04,209,2,1143,1.59
32751,2015,WK077216,BU07721635,19.23,0.81,18.45,207,2,1126,1.625
32752,2014,WK077216,BU07721635,22.23,0.97,20.35,213,2,1097,1.66
32753,2013,WK077216,BU07721639,,1.02,24.38,220,2,1021,1.6225
32754,2016,WK077216,BU07721639,18.54,0.94,22.84,209,2,1143,1.59
32755,2015,WK077216,BU07721639,19.79,0.88,21.69,207,2,1126,1.625
32756,2014,WK077216,BU07721639,22.95,1.07,24,213,2,1097,1.66
32757,2013,WK077216,BU07721616,,1.19,26.72,220,2,1021,-1.14
32758,2016,WK077216,BU07721616,20.07,1.11,26.14,209,2,1143,-1.52
32759,2015,WK077216,BU07721616,22.89,1.08,25.41,207,2,1126,-1.52
32760,2014,WK077216,BU07721616,23.36,1.24,26.49,213,2,1097,-1.52
32761,2013,WK077216,BU07721611,,1.22,27.63,220,2,1021,0.1225
32762,2016,WK077216,BU07721611,19.89,1.14,26.78,209,2,1143,0.39
32763,2015,WK077216,BU07721611,21.04,1.1,26.02,207,2,1126,0.31
32764,2014,WK077216,BU07721611,23.34,1.27,27.32,213,2,1097,0.23
32765,2013,WK077216,BU07721632,,1.26,30.93,220,2,1021,0
32766,2016,WK077216,BU07721632,19.27,1.09,29.15,209,2,1143,0
32767,2015,WK077216,BU07721632,20.46,1.01,27.08,207,2,1126,0
32768,2014,WK077216,BU07721632,23.64,1.26,30.17,213,2,1097,0
32769,2013,WK077216,BU07721621,,1.1,26.89,220,2,1021,-0.835
32770,2016,WK077216,BU07721621,19.76,0.99,25.68,209,2,1143,-0.86
32771,2015,WK077216,BU07721621,20.94,0.95,25.08,207,2,1126,-0.89
32772,2014,WK077216,BU07721621,22.79,1.12,26.7,213,2,1097,-0.92
32773,2013,WK077216,BU07721612,,1.19,26.96,220,2,1021,0.1225
32774,2016,WK077216,BU07721612,19.82,1.13,26.41,209,2,1143,0.39
32775,2015,WK077216,BU07721612,21,1.08,25.56,207,2,1126,0.31
32776,2014,WK077216,BU07721612,23.3,1.26,26.79,213,2,1097,0.23
32777,2013,WK077216,BU07721628,,1.09,28.8,220,2,1021,-1.76
32778,2016,WK077216,BU07721628,18.92,1,27.98,209,2,1143,-1.72
32779,2015,WK077216,BU07721628,20.15,0.94,27,207,2,1126,-1.77
32780,2014,WK077216,BU07721628,22.72,1.12,29.11,213,2,1097,-1.82
32781,2013,WK077217,BU07721725,,1.01,24.26,205,2,2958,-1.47
32782,2016,WK077217,BU07721725,18.95,0.95,23.31,190,2,3002,-1.38
32783,2015,WK077217,BU07721725,20.22,0.9,22.76,188,2,2977,-1.41
32784,2014,WK077217,BU07721725,22.5,1.04,23.86,191,2,2973,-1.44
32785,2013,WK077217,BU07721721,,1.12,26.27,205,2,2958,-0.6075
32786,2016,WK077217,BU07721721,19.52,1.03,25.04,190,2,3002,-0.77
32787,2015,WK077217,BU07721721,20.7,0.99,24.37,188,2,2977,-0.75
32788,2014,WK077217,BU07721721,23.08,1.15,25.56,191,2,2973,-0.73
32789,2013,WK077217,BU07721724,,1.12,26.48,205,2,2958,-1.47
32790,2016,WK077217,BU07721724,18.81,1.01,23.78,190,2,3002,-1.38
32791,2015,WK077217,BU07721724,20.17,0.97,23.79,188,2,2977,-1.41
32792,2014,WK077217,BU07721724,22.59,1.15,26.05,191,2,2973,-1.44
32793,2013,WK077217,BU07721722,,1.08,25.4,205,2,2958,-1.47
32794,2016,WK077217,BU07721722,19.11,1.02,23.94,190,2,3002,-1.38
32795,2015,WK077217,BU07721722,20.36,0.97,23.37,188,2,2977,-1.41
32796,2014,WK077217,BU07721722,22.86,1.13,24.86,191,2,2973,-1.44
32797,2013,WK077217,BU07721733,,1.09,28.42,205,2,2958,0.6075
32798,2016,WK077217,BU07721733,18.92,0.95,26.5,190,2,3002,0.48
32799,2015,WK077217,BU07721733,20.19,0.9,26.07,188,2,2977,0.51
32800,2014,WK077217,BU07721733,22.72,1.11,28.13,191,2,2973,0.54
32801,2013,WK077217,BU07721712,,1.21,27.8,205,2,2958,0.665
32802,2016,WK077217,BU07721712,19.77,1.1,26.55,190,2,3002,0.84
32803,2015,WK077217,BU07721712,20.85,1.06,25.55,188,2,2977,0.805
32804,2014,WK077217,BU07721712,23.26,1.24,27.08,191,2,2973,0.77
32805,2013,WK077217,BU07721723,,1.13,26.59,205,2,2958,-1.47
32806,2016,WK077217,BU07721723,18.9,1.02,24.46,190,2,3002,-1.38
32807,2015,WK077217,BU07721723,20.23,0.99,24.12,188,2,2977,-1.41
32808,2014,WK077217,BU07721723,22.63,1.16,26.02,191,2,2973,-1.44
32809,2013,WK077217,BU07721732,,1,24.84,205,2,2958,0.6075
32810,2016,WK077217,BU07721732,18.7,0.93,23.55,190,2,3002,0.48
32811,2015,WK077217,BU07721732,19.98,0.89,23,188,2,2977,0.51
32812,2014,WK077217,BU07721732,22.57,1.05,24.63,191,2,2973,0.54
32813,2013,WK077217,BU07721731,,1.06,26.04,205,2,2958,-0.6075
32814,2016,WK077217,BU07721731,19.07,0.99,24.99,190,2,3002,-0.77
32815,2015,WK077217,BU07721731,20.29,0.94,24.41,188,2,2977,-0.75
32816,2014,WK077217,BU07721731,22.85,1.09,25.8,191,2,2973,-0.73
32817,2013,WK077217,BU07721713,,1.2,27.77,205,2,2958,0.1225
32818,2016,WK077217,BU07721713,19.78,1.08,26.38,190,2,3002,0.39
32819,2015,WK077217,BU07721713,20.84,1.04,25.32,188,2,2977,0.31
32820,2014,WK077217,BU07721713,23.2,1.22,26.88,191,2,2973,0.23
32821,2013,WK077217,BU07721726,,1.08,26.31,205,2,2958,0.37
32822,2016,WK077217,BU07721726,18.47,0.95,24.17,190,2,3002,0.54
32823,2015,WK077217,BU07721726,19.85,0.9,23.45,188,2,2977,0.455
32824,2014,WK077217,BU07721726,22.34,1.12,26.19,191,2,2973,0.37
32825,2013,WK077700,BU07770000,,0.94,23.3,203,2,5002,-0.28
32826,2016,WK077700,BU07770000,17.88,0.92,22.13,191,2,4978,-0.4
32827,2015,WK077700,BU07770000,18.74,0.85,21.86,187,2,4980,-0.385
32828,2014,WK077700,BU07770000,21.03,0.99,22.22,192,2,4968,-0.37
32829,2013,WK077700,BU07770001,,0.92,23.08,203,2,5002,-0.28
32830,2016,WK077700,BU07770001,17.85,0.91,21.91,191,2,4978,-0.4
32831,2015,WK077700,BU07770001,18.72,0.84,21.71,187,2,4980,-0.385
32832,2014,WK077700,BU07770001,20.96,0.97,21.94,192,2,4968,-0.37
32833,2013,WK077700,BU07770005,,0.92,23.66,203,2,5002,-0.28
32834,2016,WK077700,BU07770005,17.84,0.92,22.6,191,2,4978,-0.4
32835,2015,WK077700,BU07770005,18.71,0.85,22.44,187,2,4980,-0.385
32836,2014,WK077700,BU07770005,21.01,0.98,22.8,192,2,4968,-0.37
32837,2013,WK077700,BU07770003,,0.86,22.42,203,2,5002,-0.2525
32838,2016,WK077700,BU07770003,17.74,0.87,21.46,191,2,4978,-0.3
32839,2015,WK077700,BU07770003,18.59,0.8,21.12,187,2,4980,-0.265
32840,2014,WK077700,BU07770003,20.79,0.92,21.18,192,2,4968,-0.23
32841,2013,WK077700,BU07770004,,0.87,22.54,203,2,5002,-0.2525
32842,2013,WK077710,BU07770004,,0.85,21.95,243,2,4374,-0.2525
32843,2016,WK077700,BU07770004,17.76,0.87,21.54,191,2,4978,-0.3
32844,2016,WK077710,BU07770004,17.64,0.85,20.7,233,2,4534,-0.3
32845,2015,WK077700,BU07770004,18.61,0.8,21.21,187,2,4980,-0.265
32846,2015,WK077710,BU07770004,18.47,0.77,20.4,229,2,4470,-0.265
32847,2014,WK077700,BU07770004,20.8,0.93,21.31,192,2,4968,-0.23
32848,2014,WK077710,BU07770004,20.82,0.92,20.8,232,2,4437,-0.23
32849,2013,WK077700,BU07771004,,0.87,22.54,203,2,5002,0.59
32850,2013,WK077710,BU07771004,,0.85,21.95,243,2,4374,0.59
32851,2016,WK077700,BU07771004,17.76,0.87,21.54,191,2,4978,0.6
32852,2016,WK077710,BU07771004,17.64,0.85,20.7,233,2,4534,0.6
32853,2015,WK077700,BU07771004,18.61,0.8,21.21,187,2,4980,0.605
32854,2015,WK077710,BU07771004,18.47,0.77,20.4,229,2,4470,0.605
32855,2014,WK077700,BU07771004,20.8,0.93,21.31,192,2,4968,0.61
32856,2014,WK077710,BU07771004,20.82,0.92,20.8,232,2,4437,0.61
32857,2013,WK077700,BU07770002,,0.93,23.03,203,2,5002,-0.28
32858,2016,WK077700,BU07770002,17.82,0.92,21.9,191,2,4978,-0.4
32859,2015,WK077700,BU07770002,18.7,0.85,21.68,187,2,4980,-0.385
32860,2014,WK077700,BU07770002,20.98,0.99,21.95,192,2,4968,-0.37
32861,2013,WK077701,WK077701,,0.83,22.48,,5,,#N/B
32862,2016,WK077701,WK077701,17.34,0.82,25.74,,5,,#N/B
32863,2015,WK077701,WK077701,18.24,0.75,20.88,,5,,#N/B
32864,2014,WK077701,WK077701,20.29,0.87,21.24,,5,,#N/B
32865,2013,WK077701,BU07770100,,0.83,22.48,,5,,#N/B
32866,2016,WK077701,BU07770100,17.34,0.82,25.74,,5,,#N/B
32867,2015,WK077701,BU07770100,18.24,0.75,20.88,,5,,#N/B
32868,2014,WK077701,BU07770100,20.29,0.87,21.24,,5,,#N/B
32869,2013,WK077702,WK077702,,0.92,23.85,501,5,85,#N/B
32870,2016,WK077702,WK077702,17.46,0.91,22.95,445,5,85,#N/B
32871,2015,WK077702,WK077702,18.47,0.85,22.71,,5,85,#N/B
32872,2014,WK077702,WK077702,20.76,0.96,23.47,483,5,85,#N/B
32873,2013,WK077702,BU07770200,,0.92,23.85,501,5,85,-0.28
32874,2016,WK077702,BU07770200,17.46,0.91,22.95,445,5,85,-0.4
32875,2015,WK077702,BU07770200,18.47,0.85,22.71,,5,85,-0.385
32876,2014,WK077702,BU07770200,20.76,0.96,23.47,483,5,85,-0.37
32877,2013,WK077710,BU07771013,,0.81,20.79,243,2,4374,0.59
32878,2016,WK077710,BU07771013,17.42,0.81,19.6,233,2,4534,0.6
32879,2015,WK077710,BU07771013,18.29,0.75,19.45,229,2,4470,0.605
32880,2014,WK077710,BU07771013,20.69,0.88,19.77,232,2,4437,0.61
32881,2013,WK077710,BU07771009,,0.81,21.08,243,2,4374,0.8675
32882,2016,WK077710,BU07771009,17.58,0.81,19.84,233,2,4534,0.73
32883,2015,WK077710,BU07771009,18.46,0.74,19.51,229,2,4470,0.805
32884,2014,WK077710,BU07771009,20.79,0.87,19.9,232,2,4437,0.88
32885,2013,WK077710,BU07771008,,0.9,22.99,243,2,4374,0.8675
32886,2016,WK077710,BU07771008,17.82,0.89,21.57,233,2,4534,0.73
32887,2015,WK077710,BU07771008,18.68,0.81,21.39,229,2,4470,0.805
32888,2014,WK077710,BU07771008,20.87,0.95,21.81,232,2,4437,0.88
32889,2013,WK077710,BU07771006,,0.87,22.37,243,2,4374,0.59
32890,2016,WK077710,BU07771006,17.71,0.87,21.16,233,2,4534,0.6
32891,2015,WK077710,BU07771006,18.55,0.8,20.92,229,2,4470,0.605
32892,2014,WK077710,BU07771006,20.88,0.93,21.21,232,2,4437,0.61
32893,2013,WK077710,BU07771002,,0.86,22.05,243,2,4374,0.59
32894,2016,WK077710,BU07771002,17.6,0.86,20.97,233,2,4534,0.6
32895,2015,WK077710,BU07771002,18.47,0.8,20.81,229,2,4470,0.605
32896,2014,WK077710,BU07771002,20.8,0.93,21.08,232,2,4437,0.61
32897,2013,WK077710,BU07771000,,0.85,21.29,243,2,4374,0.59
32898,2016,WK077710,BU07771000,17.39,0.84,20.08,233,2,4534,0.6
32899,2015,WK077710,BU07771000,18.3,0.77,19.99,229,2,4470,0.605
32900,2014,WK077710,BU07771000,20.69,0.91,20.32,232,2,4437,0.61
32901,2013,WK077710,BU07771011,,0.85,21.9,243,2,4374,0.59
32902,2016,WK077710,BU07771011,17.66,0.85,20.53,233,2,4534,0.6
32903,2015,WK077710,BU07771011,18.52,0.78,20.35,229,2,4470,0.605
32904,2014,WK077710,BU07771011,20.86,0.91,20.71,232,2,4437,0.61
32905,2013,WK077710,BU07771012,,0.86,22.53,243,2,4374,0.8675
32906,2016,WK077710,BU07771012,17.76,0.86,21.69,233,2,4534,0.73
32907,2015,WK077710,BU07771012,18.63,0.8,21.2,229,2,4470,0.805
32908,2014,WK077710,BU07771012,20.69,0.91,21.23,232,2,4437,0.88
32909,2013,WK077710,BU07771001,,0.85,21.72,243,2,4374,0.59
32910,2016,WK077710,BU07771001,17.55,0.84,20.65,233,2,4534,0.6
32911,2015,WK077710,BU07771001,18.42,0.78,20.46,229,2,4470,0.605
32912,2014,WK077710,BU07771001,20.76,0.92,20.71,232,2,4437,0.61
